"scrape_datetime","data_url","Address","Level","Space options","Availability","Price from","Outgoings","Floor area","Fitout"
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 17, Suite 4","Part floor","Available now","POA","$204 psm","370 sqm  -  31-50 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 18, North & South Tower","Full floor","Available now","POA","$204 psm","1733 sqm  -  101-250 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 19, North & South Tower","Full floor","Available now","POA","$204 psm","1733 sqm  -  101-250 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 20, North & South Tower","Full floor","Available now","POA","$204 psm","1733 sqm  -  101-250 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 21, North & South Tower","Full floor","Available now","POA","$204 psm","869 sqm  -  51-75 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 27, South Tower","Full floor","Available now","POA","$204 psm","999 sqm  -  76-100 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 30, North & South Tower","Full floor","Available now","POA","$204 psm","428 sqm  -  31-50 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 34, Suite 2, North Tower","Part floor, available to sub-divide","Available now","POA","$204 psm","131 sqm  -  11-30 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 40, Suite 2, South Tower","Part floor","Available now","POA","$204 psm","472 sqm  -  31-50 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 46, Suite 3, South Tower","Part floor","Available now","POA","$204 psm","432 sqm  -  31-50 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 4, Suite 2, South Tower","Part floor","Available now","POA","$204 psm","490 sqm  -  31-50 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/rialto","525 Collins Street, Melbourne","Level 4, Suite 3, South Tower","Part floor","Available now","POA","$204 psm","264 sqm  -  11-30 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/our-developments/60-collins-street-development","","","","","","","",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/9-brighton-street-richmond","9 Brighton Street, Richmond","Development","","01 Dec 2024","POA","","500 sqm  -  31-50 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/kings-square","556 Wellington Street, Perth","Level 9","Full floor","01 May 2025","POA","$186 psm","1828 sqm  -  101-250 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/kings-square","556 Wellington Street, Perth","Level 10","Full floor","Available now","POA","$186 psm","1828 sqm  -  101-250 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/kings-square","556 Wellington Street, Perth","Level 11","Full floor","01 May 2025","POA","$186 psm","686 sqm  -  51-75 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/240-st-georges-terrace","240 St Georges Terrace, Perth","Part level 15","Part floor","01 Feb 2025","POA","$217 psm","773 sqm  -  51-75 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/240-st-georges-terrace","240 St Georges Terrace, Perth","Part Level 15","Part floor","01 Jul 2024","POA","$217 psm","795 sqm  -  51-75 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/240-st-georges-terrace","240 St Georges Terrace, Perth","Part level 15","Part floor","01 Apr 2024","POA","$217 psm","166 sqm  -  11-30 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/240-st-georges-terrace","240 St Georges Terrace, Perth","Level 22, Suite 3","Part floor","01 May 2024","POA","$217 psm","181 sqm  -  11-30 people",""
"2024-03-14 01:38:47.873971","https://www.dexus.com/leasing/office/240-st-georges-terrace","240 St Georges Terrace, Perth","Level 22  Suite 4","Part floor","01 May 2024","POA","$217 psm","109 sqm  -  1-10 people",""
