"scrape_datetime","etf_ticker","etf_name","holdings_date","ticker","isin","security_name","security_type","shares","value","pct_assets"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MSFT","US5949181045","MICROSOFT CORP","Common Stock","402327.0","169544621.07","0.0699"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AAPL","US0378331005","APPLE INC","Common Stock","753915.0","132749353.2","0.0547"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NVDA","US67066G1040","NVIDIA CORP","Common Stock","148210.0","132496775.8","0.0546"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AMZN","US0231351067","AMAZON.COM INC","Common Stock","561232.0","98720708.8","0.0407"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","META","US30303M1027","META PLATFORMS INC CL A","Common Stock","146485.0","72691716.4","0.03"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","BRK/B","US0846707026","BERKSHIRE HATHAWAY INC CL B","Common Stock","127746.0","52600692.96","0.0217"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","GOOG","US02079K1079","ALPHABET INC CL C","Common Stock","352886.0","52198897.12","0.0215"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","GOOGL","US02079K3059","ALPHABET INC CL A","Common Stock","322565.0","47426731.95","0.0196"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","JPM","US46625H1005","JPMORGAN CHASE & CO","Common Stock","224117.0","43431633.43","0.0179"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AVGO","US11135F1012","BROADCOM INC","Common Stock","33350.0","41287633.5","0.017"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","UNH","US91324P1021","UNITEDHEALTH GROUP INC","Common Stock","74304.0","36655649.28","0.0151"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MA","US57636Q1040","MASTERCARD INC CL A","Common Stock","71416.0","34565344.0","0.0143"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","HD","US4370761029","HOME DEPOT INC","Common Stock","87383.0","33153984.03","0.0137"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MRK","US58933Y1055","MERCK & CO INC NEW","Common Stock","235201.0","28741562.2","0.0119"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024",".CFTAX","US31635A1051","CASH CF","Central Fund","27608434.0","27613956.38","0.0114"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CRM","US79466L3024","SALESFORCE INC","Common Stock","91231.0","27501584.95","0.0113"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","BAC","US0605051046","BANK OF AMERICA CORPORATION","Common Stock","717244.0","25842301.32","0.0107"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PG","US7427181091","PROCTER & GAMBLE CO","Common Stock","158236.0","25607331.88","0.0106"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","","","US DOLLAR","Currency","24792548.0","24792547.67","0.0102"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ADBE","US00724F1012","ADOBE INC","Common Stock","45803.0","23872065.57","0.0098"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CAT","US1491231015","CATERPILLAR INC","Common Stock","66100.0","23392790.0","0.0096"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","V","US92826C8394","VISA INC CL A","Common Stock","79113.0","22733120.55","0.0094"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","QCOM","US7475251036","QUALCOMM INC","Common Stock","135390.0","22217499.0","0.0092"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AMAT","US0382221051","APPLIED MATERIALS INC","Common Stock","105871.0","21316067.14","0.0088"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","LLY","US5324571083","ELI LILLY & CO","Common Stock","26762.0","20681138.36","0.0085"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","WMT","US9311421039","WALMART INC","Common Stock","336185.0","20463580.95","0.0084"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","COST","US22160K1051","COSTCO WHOLESALE CORP","Common Stock","27631.0","20230589.27","0.0083"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","UBER","US90353T1007","UBER TECHNOLOGIES INC","Common Stock","262316.0","20219317.28","0.0083"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PFE","US7170811035","PFIZER INC","Common Stock","728058.0","20116242.54","0.0083"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AXP","US0258161092","AMERICAN EXPRESS CO","Common Stock","89757.0","19898229.33","0.0082"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","UNP","US9078181081","UNION PACIFIC CORP","Common Stock","81315.0","19735963.65","0.0081"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","INTC","US4581401001","INTEL CORP","Common Stock","464317.0","19524529.85","0.0081"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PGR","US7433151039","PROGRESSIVE CORP OHIO","Common Stock","93533.0","19220096.17","0.0079"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ELV","US0367521038","ELEVANCE HEALTH INC","Common Stock","36042.0","18591544.86","0.0077"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","BMY","US1101221083","BRISTOL-MYERS SQUIBB CO","Common Stock","344077.0","17823188.6","0.0074"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","VZ","US92343V1044","VERIZON COMMUNICATIONS INC","Common Stock","442243.0","17676452.71","0.0073"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CMG","US1696561059","CHIPOTLE MEXICAN GRILL INC","Common Stock","6111.0","17095889.16","0.0071"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","LMT","US5398301094","LOCKHEED MARTIN CORP","Common Stock","39104.0","17095877.76","0.0071"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EOG","US26875P1012","EOG RESOURCES INC","Common Stock","134501.0","16764204.64","0.0069"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PCAR","US6937181088","PACCAR INC","Common Stock","138031.0","16701751.0","0.0069"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","GILD","US3755581036","GILEAD SCIENCES INC","Common Stock","227074.0","16669502.34","0.0069"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MMM","US88579Y1010","3M CO","Common Stock","156660.0","16499431.2","0.0068"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CSX","US1264081035","CSX CORP","Common Stock","442355.0","16358287.9","0.0067"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PYPL","US70450Y1038","PAYPAL HLDGS INC","Common Stock","259055.0","16323055.55","0.0067"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CME","US12572Q1058","CME GROUP INC CL A","Common Stock","73701.0","15945948.36","0.0066"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CTAS","US1729081059","CINTAS CORP","Common Stock","24806.0","15569982.02","0.0064"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NEE","US65339F1012","NEXTERA ENERGY","Common Stock","250471.0","15346358.17","0.0063"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ECL","US2788651006","ECOLAB INC","Common Stock","66382.0","15091283.88","0.0062"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","RSG","US7607591002","REPUBLIC SERVICES INC","Common Stock","80031.0","15057832.65","0.0062"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NUE","US6703461052","NUCOR CORP","Common Stock","78443.0","14978690.85","0.0062"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","F","US3453708600","FORD MOTOR CO","Common Stock","1216438.0","14962187.4","0.0062"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MCD","US5801351017","MCDONALDS CORP","Common Stock","51565.0","14586191.55","0.006"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","DVN","US25179M1036","DEVON ENERGY CORP","Common Stock","300220.0","14539654.6","0.006"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TSLA","US88160R1014","TESLA INC","Common Stock","84349.0","14450670.68","0.006"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CNC","US15135B1017","CENTENE CORP","Common Stock","179834.0","14152935.8","0.0058"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CVS","US1266501006","CVS HEALTH CORP","Common Stock","180935.0","14123786.1","0.0058"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TXT","US8832031012","TEXTRON INC","Common Stock","149276.0","14052842.64","0.0058"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AME","US0311001004","AMETEK INC NEW","Common Stock","76890.0","13988597.7","0.0058"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NFLX","US64110L1061","NETFLIX INC","Common Stock","22356.0","13877263.44","0.0057"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CCI","US22822V1017","CROWN CASTLE INC","Common Stock","131458.0","13745248.48","0.0057"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","APH","US0320951017","AMPHENOL CORPORATION CL A","Common Stock","120963.0","13423264.11","0.0055"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","DIS","US2546871060","DISNEY (WALT) CO","Common Stock","116480.0","13338124.8","0.0055"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TRV","US89417E1091","TRAVELERS COMPANIES INC","Common Stock","59487.0","13303077.81","0.0055"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EA","US2855121099","ELECTRONIC ARTS INC","Common Stock","99993.0","13295069.28","0.0055"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SQ","US8522341036","BLOCK INC CL A","Common Stock","158797.0","12595778.04","0.0052"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","HOLX","US4364401012","HOLOGIC INC","Common Stock","164199.0","12530025.69","0.0052"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","IDXX","US45168D1046","IDEXX LABS INC","Common Stock","23152.0","12372891.84","0.0051"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","INCY","US45337C1027","INCYTE CORP","Common Stock","207243.0","12088484.19","0.005"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TDC","US88076W1036","TERADATA CORP","Common Stock","313851.0","11979692.67","0.0049"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","KO","US1912161007","COCA COLA CO","Common Stock","197762.0","11911205.26","0.0049"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","COP","US20825C1045","CONOCOPHILLIPS","Common Stock","97490.0","11895729.8","0.0049"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","XOM","US30231G1022","EXXON MOBIL CORP","Common Stock","104614.0","11830797.26","0.0049"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","VEEV","US9224751084","VEEVA SYS INC CL A","Common Stock","51025.0","11733198.75","0.0048"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ABBV","US00287Y1091","ABBVIE INC","Common Stock","63046.0","11326844.36","0.0047"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SSNC","US78467J1007","SS&C TECHNOLOGIES HOLDINGS INC","Common Stock","178734.0","11288839.44","0.0047"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CMCSA","US20030N1019","COMCAST CORP CL A","Common Stock","256557.0","11029385.43","0.0045"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SPOT","LU1778762911","SPOTIFY TECHNOLOGY SA","Common Stock","43270.0","10936925.2","0.0045"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","GS","US38141G1040","GOLDMAN SACHS GROUP INC","Common Stock","26820.0","10423861.2","0.0043"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MET","US59156R1086","METLIFE INC","Common Stock","141393.0","10236853.2","0.0042"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","JNJ","US4781601046","JOHNSON & JOHNSON","Common Stock","63774.0","9962136.54","0.0041"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CI","US1255231003","CIGNA GROUP (THE)","Common Stock","27754.0","9779676.98","0.004"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EMR","US2910111044","EMERSON ELECTRIC CO","Common Stock","83779.0","9323764.91","0.0038"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EXEL","US30161Q1040","EXELIXIS INC","Common Stock","381474.0","8953194.78","0.0037"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TPR","US8760301072","TAPESTRY INC","Common Stock","191454.0","8908354.62","0.0037"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","VMC","US9291601097","VULCAN MATERIALS CO","Common Stock","32834.0","8832674.34","0.0036"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","BDX","US0758871091","BECTON DICKINSON & CO","Common Stock","35830.0","8607799.2","0.0035"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","DUOL","US26603R1068","DUOLINGO INC","Common Stock","36774.0","8354317.32","0.0034"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SHW","US8243481061","SHERWIN WILLIAMS CO","Common Stock","24139.0","8124704.62","0.0034"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","T","US00206R1023","AT&T INC","Common Stock","464831.0","7981148.27","0.0033"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EMN","US2774321002","EASTMAN CHEMICAL CO","Common Stock","83312.0","7753847.84","0.0032"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ODFL","US6795801009","OLD DOMINION FREIGHT LINES INC","Common Stock","17258.0","7318600.06","0.003"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ADM","US0394831020","ARCHER DANIELS MIDLAND CO","Common Stock","119518.0","7294183.54","0.003"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","DOCU","US2561631068","DOCUSIGN INC","Common Stock","119990.0","7073410.5","0.0029"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AMP","US03076C1062","AMERIPRISE FINANCIAL INC","Common Stock","16222.0","6959075.78","0.0029"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","LNTH","US5165441032","LANTHEUS HLDGS INC","Common Stock","114796.0","6708678.24","0.0028"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NOC","US6668071029","NORTHROP GRUMMAN CORP","Common Stock","14152.0","6615776.96","0.0027"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","BA","US0970231058","BOEING CO","Common Stock","35314.0","6396777.96","0.0026"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","UTHR","US91307C1027","UNITED THERAPEUTICS CORP DEL","Common Stock","26255.0","6285447.0","0.0026"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","LIN","IE000S9YS762","LINDE PLC","Common Stock","13462.0","6283119.26","0.0026"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ULTA","US90384S3031","ULTA BEAUTY INC","Common Stock","11651.0","6164311.08","0.0025"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TAP","US60871R2094","MOLSON COORS BEVERAGE CO B","Common Stock","90026.0","6121768.0","0.0025"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TJX","US8725401090","TJX COMPANIES INC NEW","Common Stock","61331.0","6036197.02","0.0025"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","KLAC","US4824801009","KLA CORP","Common Stock","8770.0","5972896.2","0.0025"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","A","US00846U1016","AGILENT TECHNOLOGIES INC","Common Stock","40138.0","5915939.82","0.0024"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CRUS","US1727551004","CIRRUS LOGIC INC","Common Stock","64696.0","5734006.48","0.0024"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ZM","US98980L1017","ZOOM VIDEO COMMUNICATIONS INC","Common Stock","86031.0","5723642.43","0.0024"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NVR","US62944T1051","NVR INC","Common Stock","728.0","5672241.12","0.0023"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","DE","US2441991054","DEERE & CO","Common Stock","14435.0","5651446.85","0.0023"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SYY","US8718291078","SYSCO CORP","Common Stock","69437.0","5647311.21","0.0023"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PSA","US74460D1090","PUBLIC STORAGE","Common Stock","20313.0","5632998.03","0.0023"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","COF","US14040H1059","CAPITAL ONE FINANCIAL CORP","Common Stock","37000.0","5063450.0","0.0021"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","QRVO","US74736K1016","QORVO INC","Common Stock","44503.0","4930932.4","0.002"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AMD","US0079031078","ADVANCED MICRO DEVICES INC","Common Stock","26980.0","4894711.6","0.002"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","NTAP","US64110D1046","NETAPP INC","Common Stock","46659.0","4820341.29","0.002"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","UNM","US91529Y1064","UNUM GROUP","Common Stock","90994.0","4768085.6","0.002"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","KHC","US5007541064","KRAFT HEINZ CO","Common Stock","134354.0","4738665.58","0.002"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","IGT","GB00BVG7F061","INTERNATIONAL GAME TECHNOLOGY","Common Stock","228128.0","4731374.72","0.002"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CSCO","US17275R1023","CISCO SYSTEMS INC","Common Stock","96217.0","4728103.38","0.0019"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TWLO","US90138F1021","TWILIO INC CLASS A","Common Stock","74419.0","4583466.21","0.0019"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AMGN","US0311621009","AMGEN INC","Common Stock","16772.0","4557455.56","0.0019"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","MPC","US56585A1025","MARATHON PETROLEUM CORP","Common Stock","22927.0","4506760.39","0.0019"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EW","US28176E1082","EDWARDS LIFESCIENCES CORP","Common Stock","47242.0","4455393.02","0.0018"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EBAY","US2786421030","EBAY INC","Common Stock","85923.0","4452529.86","0.0018"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","JAZZ","IE00B4Q5ZN47","JAZZ PHARMA PLC","Common Stock","35469.0","4433625.0","0.0018"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ACM","US00766T1007","AECOM","Common Stock","44403.0","4158784.98","0.0017"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","XEL","US98389B1008","XCEL ENERGY INC","Common Stock","74560.0","3909180.8","0.0016"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CDNS","US1273871087","CADENCE DESIGN SYSTEMS INC","Common Stock","12162.0","3792719.7","0.0016"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CL","US1941621039","COLGATE-PALMOLIVE CO","Common Stock","39622.0","3517244.94","0.0015"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SBUX","US8552441094","STARBUCKS CORP","Common Stock","38146.0","3493792.14","0.0014"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","EME","US29084Q1004","EMCOR GROUP INC","Common Stock","10284.0","3441951.96","0.0014"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","GEHC","US36266G1076","GE HEALTHCARE TECHNOLOGIES INC","Common Stock","36933.0","3352777.74","0.0014"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","BKR","US05722G1004","BAKER HUGHES CO","Common Stock","95816.0","3183007.52","0.0013"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","TOL","US8894781033","TOLL BROTHERS INC","Common Stock","25241.0","3066529.09","0.0013"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","B","US912797HT78","UST BILLS 0% 06/06/24","Treasury Bill","3100000.0","3064791.22","0.0013"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CVX","US1667641005","CHEVRON CORP","Common Stock","18661.0","2922685.82","0.0012"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","LRCX","US5128071082","LAM RESEARCH CORP","Common Stock","2974.0","2768942.7","0.0011"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AAL","US02376R1023","AMERICAN AIRLINES GROUP INC","Common Stock","187039.0","2605453.27","0.0011"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","AGCO","US0010841023","AGCO CORP","Common Stock","22334.0","2588287.26","0.0011"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","RHP","US78377T1079","RYMAN HOSPITALITY PPTYS INC","Common Stock","21521.0","2549377.66","0.0011"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SQSP","US85225A1079","SQUARESPACE INC A","Common Stock","71957.0","2485394.78","0.001"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SIGI","US8163001071","SELECTIVE INSURANCE GROUP INC","Common Stock","22512.0","2326390.08","0.001"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CACI","US1271903049","CACI INTERNATIONAL INC","Common Stock","6194.0","2293824.02","0.0009"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","PEGA","US7055731035","PEGASYSTEMS INC","Common Stock","34729.0","2232380.12","0.0009"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","CTRA","US1270971039","COTERRA ENERGY INC","Common Stock","80353.0","2179173.36","0.0009"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","ETN","IE00B8KQN827","EATON CORP PLC","Common Stock","6862.0","2078911.52","0.0009"
"2024-03-21 10:10:23.237274","FELC","Fidelity Enhanced Large Cap Core ETF","03-19-2024","SEB","US8115431079","SEABOARD CORP","Common Stock","566.0","1821014.44","0.0008"
